"Groupe";"CD_REF";"LB_NOM";"NOM_COMPLET";"NOM_VERN";"CLASSE";"ORDRE";"FAMILLE";"PN";"PN_det";"LRN";"LRN_det";"LRN_N";"LRN_N_det";"LRN_H";"LRN_H_det";"LRN_P";"LRN_P_det";"DH";"DH_det";"DO";"DO_det"
"Avifaune";4607;"Loxia pytyopsittacus";"Loxia pytyopsittacus Borkhausen, 1793";"Bec-croisé perroquet";"Aves";"Passeriformes";"Fringillidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4557;"Amandava amandava";"Amandava amandava (Linnaeus, 1758)";"Bengali des Indes, Bengali rouge";"Aves";"Passeriformes";"Estrildidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3948;"Motacilla citreola";"Motacilla citreola Pallas, 1776";"Bergeronnette citrine";"Aves";"Passeriformes";"Motacillidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3752;"Motacilla flava feldegg";"Motacilla flava feldegg Michahelles, 1830";"Bergeronnette des Balkans";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3755;"Motacilla cinerea";"Motacilla cinerea Tunstall, 1771";"Bergeronnette des ruisseaux";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;"LC";NA;"NA";"d";NA;NA;NA;NA;NA;NA
"Avifaune";3748;"Motacilla flava cinereocapilla";"Motacilla flava cinereocapilla Savi, 1831";"Bergeronnette d’Italie";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3745;"Motacilla flava flavissima";"Motacilla flava flavissima (Blyth, 1834)";"Bergeronnette flavéole";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3941;"Motacilla alba";"Motacilla alba Linnaeus, 1758";"Bergeronnette grise";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;"LC";NA;"NA";"d";NA;NA;NA;NA;NA;NA
"Avifaune";3943;"Motacilla alba alba";"Motacilla alba alba Linnaeus, 1758";"Bergeronnette grise";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3747;"Motacilla flava iberiae";"Motacilla flava iberiae Hartert, 1921";"Bergeronnette ibérique";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3751;"Motacilla flava thunbergi";"Motacilla flava thunbergi Billeberg, 1829";"Bergeronnette nordique";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";962840;"Motacilla tschutschensis";"Motacilla tschutschensis Gmelin, 1789";"Bergeronnette orientale";"Aves";"Passeriformes";"Motacillidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3741;"Motacilla flava";"Motacilla flava Linnaeus, 1758";"Bergeronnette printanière";"Aves";"Passeriformes";"Motacillidae";"NO3";NA;NA;NA;"LC";NA;NA;NA;"DD";NA;NA;NA;NA;NA
"Avifaune";2757;"Branta bernicla";"Branta bernicla (Linnaeus, 1758)";"Bernache cravant";"Aves";"Anseriformes";"Anatidae";"NO3";NA;NA;NA;NA;NA;"LC";NA;NA;NA;NA;NA;"CDO22";NA
"Avifaune";534762;"Branta bernicla nigricans";"Branta bernicla nigricans (Lawrence, 1846)";"Bernache cravant du Pacifique, Bernache du Pacifique";"Aves";"Anseriformes";"Anatidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";NA;NA;NA;NA;"CDO22";NA
"Avifaune";2762;"Branta bernicla hrota";"Branta bernicla hrota (O.F. Müller, 1776)";"Bernache cravant à ventre pâle, Bernache à ventre pâle";"Aves";"Anseriformes";"Anatidae";"NO3";NA;NA;NA;NA;NA;"VU";"D1";NA;NA;NA;NA;"CDO22";NA
"Avifaune";2760;"Branta bernicla bernicla";"Branta bernicla bernicla (Linnaeus, 1758)";"Bernache cravant à ventre sombre";"Aves";"Anseriformes";"Anatidae";"NO3";NA;NA;NA;NA;NA;"LC";NA;NA;NA;NA;NA;"CDO22";NA
"Avifaune";933129;"Branta hutchinsii";"Branta hutchinsii (Richardson, 1832)";"Bernache de Hutchins";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2747;"Branta canadensis";"Branta canadensis (Linnaeus, 1758)";"Bernache du Canada";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"NA";"a";"NA";"a";NA;NA;NA;NA;"CDO21";NA
"Avifaune";2750;"Branta leucopsis";"Branta leucopsis (Bechstein, 1803)";"Bernache nonnette";"Aves";"Anseriformes";"Anatidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";"NA";"c";NA;NA;"CDO1";NA
"Avifaune";2753;"Branta ruficollis";"Branta ruficollis (Pallas, 1769)";"Bernache à cou roux";"Aves";"Anseriformes";"Anatidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;"CDO1";NA
"Avifaune";2481;"Nycticorax nycticorax";"Nycticorax nycticorax (Linnaeus, 1758)";"Bihoreau gris, Héron bihoreau";"Aves";"Pelecaniformes";"Ardeidae";"NO3";NA;NA;NA;"NT";"pr. C1";"NA";"c";NA;NA;NA;NA;"CDO1";NA
"Avifaune";2477;"Ixobrychus minutus";"Ixobrychus minutus (Linnaeus, 1766)";"Blongios nain, Butor blongios";"Aves";"Pelecaniformes";"Ardeidae";"NO3";NA;NA;NA;"EN";"A2a C1+2a(i)";NA;NA;"NA";"d";NA;NA;"CDO1";NA
"Avifaune";2832;"Pernis apivorus";"Pernis apivorus (Linnaeus, 1758)";"Bondrée apivore";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;"LC";NA;NA;NA;"LC";NA;NA;NA;"CDO1";NA
"Avifaune";4151;"Cettia cetti";"Cettia cetti (Temminck, 1820)";"Bouscarle de Cetti";"Aves";"Passeriformes";"Scotocercidae";"NO3";NA;NA;NA;"NT";"pr. A2b";NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";4619;"Pyrrhula pyrrhula";"Pyrrhula pyrrhula (Linnaeus, 1758)";"Bouvreuil pivoine";"Aves";"Passeriformes";"Fringillidae";"NO3";NA;NA;NA;"VU";"A2b";"NA";"d";NA;NA;NA;NA;NA;NA
"Avifaune";4678;"Emberiza aureola";"Emberiza aureola Pallas, 1773";"Bruant auréole";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4674;"Emberiza caesia";"Emberiza caesia Cretzschmar, 1826";"Bruant cendrillard";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;"CDO1";NA
"Avifaune";4649;"Plectrophenax nivalis";"Plectrophenax nivalis (Linnaeus, 1758)";"Bruant des neiges";"Aves";"Passeriformes";"Calcariidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";"NA";"c";NA;NA;NA;NA
"Avifaune";4669;"Emberiza schoeniclus";"Emberiza schoeniclus (Linnaeus, 1758)";"Bruant des roseaux";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"EN";"A2b";NA;NA;"NA";"c";NA;NA;NA;NA
"Avifaune";4663;"Emberiza cia";"Emberiza cia Linnaeus, 1766";"Bruant fou";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";4657;"Emberiza citrinella";"Emberiza citrinella Linnaeus, 1758";"Bruant jaune";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"VU";"A2b";"NA";"d";"NA";"d";NA;NA;NA;NA
"Avifaune";4644;"Calcarius lapponicus";"Calcarius lapponicus (Linnaeus, 1758)";"Bruant lapon";"Aves";"Passeriformes";"Calcariidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";"NA";"c";NA;NA;NA;NA
"Avifaune";199521;"Emberiza spodocephala";"Emberiza spodocephala Pallas, 1776";"Bruant masqué";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4680;"Emberiza melanocephala";"Emberiza melanocephala Scopoli, 1769";"Bruant mélanocéphale";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"NA";"b";NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4667;"Emberiza pusilla";"Emberiza pusilla Pallas, 1776";"Bruant nain";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4665;"Emberiza hortulana";"Emberiza hortulana Linnaeus, 1758";"Bruant ortolan";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"EN";"A2b";NA;NA;"EN";"A2b";NA;NA;"CDO1";NA
"Avifaune";4686;"Emberiza calandra";"Emberiza calandra Linnaeus, 1758";"Bruant proyer";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"LC";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";199527;"Emberiza rutila";"Emberiza rutila Pallas, 1776";"Bruant roux";"Aves";"Passeriformes";"Emberizidae";NA;NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4676;"Emberiza rustica";"Emberiza rustica Pallas, 1776";"Bruant rustique";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4659;"Emberiza cirlus";"Emberiza cirlus Linnaeus, 1766";"Bruant zizi";"Aves";"Passeriformes";"Emberizidae";"NO3";NA;NA;NA;"LC";NA;NA;NA;"NA";"d";NA;NA;NA;NA
"Avifaune";199522;"Emberiza leucocephalos";"Emberiza leucocephalos S. G. Gmelin, 1771";"Bruant à calotte blanche";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";199518;"Zonotrichia leucophrys";"Zonotrichia leucophrys (Forster, 1772)";"Bruant à couronne blanche";"Aves";"Passeriformes";"Passerellidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";199519;"Zonotrichia albicollis";"Zonotrichia albicollis (Gmelin, 1789)";"Bruant à gorge blanche";"Aves";"Passeriformes";"Passerellidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";199526;"Emberiza chrysophrys";"Emberiza chrysophrys Pallas, 1776";"Bruant à sourcils jaunes";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";4654;"Emberiza bruniceps";"Emberiza bruniceps Brandt, 1841";"Bruant à tête rousse";"Aves";"Passeriformes";"Emberizidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";933263;"Emberiza elegans";"Emberiza elegans Temminck, 1836";"Bruant élégant";"Aves";"Passeriformes";"Emberizidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";199479;"Pycnonotus barbatus";"Pycnonotus barbatus (Desfontaines, 1789)";"Bulbul des jardins";"Aves";"Passeriformes";"Pycnonotidae";"NO4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";432746;"Pycnonotus cafer";"Pycnonotus cafer (Linnaeus, 1766)";"Bulbul à ventre rouge";"Aves";"Passeriformes";"Pycnonotidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2881;"Circus cyaneus";"Circus cyaneus (Linnaeus, 1766)";"Busard Saint-Martin";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;"LC";NA;"NA";"c";"NA";"d";NA;NA;"CDO1";NA
"Avifaune";2887;"Circus pygargus";"Circus pygargus (Linnaeus, 1758)";"Busard cendré";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;"NT";"pr. C";NA;NA;"NA";"d";NA;NA;"CDO1";NA
"Avifaune";2878;"Circus aeruginosus";"Circus aeruginosus (Linnaeus, 1758)";"Busard des roseaux";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;"NT";"pr. C1";"NA";"d";"NA";"d";NA;NA;"CDO1";NA
"Avifaune";2884;"Circus macrourus";"Circus macrourus (S. G. Gmelin, 1771)";"Busard pâle";"Aves";"Accipitriformes";"Accipitridae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;"CDO1";NA
"Avifaune";199341;"Buteo swainsoni";"Buteo swainsoni Bonaparte, 1838";"Buse de Swainson";"Aves";"Accipitriformes";"Accipitridae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";779863;"Buteo buteo vulpinus";"Buteo buteo vulpinus (Gloger, 1833)";"Buse des steppes";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2627;"Buteo rufinus";"Buteo rufinus (Cretzschmar, 1827)";"Buse féroce";"Aves";"Accipitriformes";"Accipitridae";"NO4";NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA;"CDO1";NA
"Avifaune";2630;"Buteo lagopus";"Buteo lagopus (Pontoppidan, 1763)";"Buse pattue";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;NA;NA;"NA";"c";NA;NA;NA;NA;NA;NA
"Avifaune";2623;"Buteo buteo";"Buteo buteo (Linnaeus, 1758)";"Buse variable";"Aves";"Accipitriformes";"Accipitridae";"NO3";NA;NA;NA;"LC";NA;"NA";"c";"NA";"c";NA;NA;NA;NA
"Avifaune";2473;"Botaurus stellaris";"Botaurus stellaris (Linnaeus, 1758)";"Butor étoilé";"Aves";"Pelecaniformes";"Ardeidae";"NO3";NA;NA;NA;"VU";"D1";"NA";"d";"NA";"d";NA;NA;"CDO1";NA
"Avifaune";442346;"Scolopax minor";"Scolopax minor Gmelin, 1789";"Bécasse d'Amérique";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";2559;"Scolopax rusticola";"Scolopax rusticola Linnaeus, 1758";"Bécasse des bois";"Aves";"Charadriiformes";"Scolopacidae";NA;NA;NA;NA;"LC";NA;"LC";NA;"NA";"d";NA;NA;"CDO32, CDO21";NA
"Avifaune";2901;"Calidris ferruginea";"Calidris ferruginea (Pontoppidan, 1763)";"Bécasseau cocorli";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;NA;NA;"LC";NA;NA;NA;NA;NA
"Avifaune";3203;"Calidris mauri";"Calidris mauri (Cabanis, 1857)";"Bécasseau d'Alaska";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3222;"Calidris bairdii";"Calidris bairdii (Coues, 1861)";"Bécasseau de Baird";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3218;"Calidris fuscicollis";"Calidris fuscicollis (Vieillot, 1819)";"Bécasseau de Bonaparte, Bécasseau à croupion blanc";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3210;"Calidris temminckii";"Calidris temminckii (Leisler, 1812)";"Bécasseau de Temminck";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;NA;NA;"NA";"c";NA;NA;NA;NA
"Avifaune";828816;"Calidris falcinellus";"Calidris falcinellus (Pontoppidan, 1763)";"Bécasseau falcinelle";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3192;"Calidris canutus";"Calidris canutus (Linnaeus, 1758)";"Bécasseau maubèche";"Aves";"Charadriiformes";"Scolopacidae";NA;NA;NA;NA;NA;NA;"NT";"pr. D2";"DD";NA;NA;NA;"CDO22";NA
"Avifaune";534823;"Calidris canutus canutus";"Calidris canutus canutus (Linnaeus, 1758)";"Bécasseau maubèche";"Aves";"Charadriiformes";"Scolopacidae";NA;NA;NA;NA;NA;NA;NA;NA;"DD";NA;NA;NA;"CDO22";NA
"Avifaune";3214;"Calidris minutilla";"Calidris minutilla (Vieillot, 1819)";"Bécasseau minuscule";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3206;"Calidris minuta";"Calidris minuta (Leisler, 1812)";"Bécasseau minute";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";"LC";NA;NA;NA;NA;NA
"Avifaune";2929;"Calidris subruficollis";"Calidris subruficollis (Vieillot, 1819)";"Bécasseau rousset, Bécasseau roussâtre";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3195;"Calidris alba";"Calidris alba (Pallas, 1764)";"Bécasseau sanderling";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;"LC";NA;"NA";"c";NA;NA;NA;NA
"Avifaune";3199;"Calidris pusilla";"Calidris pusilla (Linnaeus, 1766)";"Bécasseau semipalmé";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";3226;"Calidris melanotos";"Calidris melanotos (Vieillot, 1819)";"Bécasseau tacheté, Bécasseau à poitrine cendrée";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";2911;"Calidris alpina";"Calidris alpina (Linnaeus, 1758)";"Bécasseau variable";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;"LC";NA;"NA";"c";NA;NA;NA;NA
"Avifaune";2906;"Calidris maritima";"Calidris maritima (Brünnich, 1764)";"Bécasseau violet";"Aves";"Charadriiformes";"Scolopacidae";"NO3";NA;NA;NA;NA;NA;"NA";"c";"NA";"c";NA;NA;NA;NA
"Avifaune";199353;"Calidris ruficollis";"Calidris ruficollis (Pallas, 1776)";"Bécasseau à cou roux";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";199354;"Calidris subminuta";"Calidris subminuta (Middendorff, 1853)";"Bécasseau à longs doigts";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";3231;"Calidris acuminata";"Calidris acuminata (Horsfield, 1821)";"Bécasseau à queue pointue";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";444423;"Calidris himantopus";"Calidris himantopus (Bonaparte, 1826)";"Bécasseau à échasses, Bécasseau échasse";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";2557;"Limnodromus griseus";"Limnodromus griseus (Gmelin, 1789)";"Bécassin à bec court, Limnodrome à bec court, Bécassin roux, Grise à long bec";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";2554;"Limnodromus scolopaceus";"Limnodromus scolopaceus (Say, 1823)";"Bécassin à long bec, Limnodrome à long bec";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";533062;"Gallinago delicata";"Gallinago delicata (Ord, 1825)";"Bécassine de Wilson";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";2543;"Gallinago gallinago";"Gallinago gallinago (Linnaeus, 1758)";"Bécassine des marais";"Aves";"Charadriiformes";"Scolopacidae";NA;NA;NA;NA;"CR";"C1+2a(i) D";"DD";NA;"NA";"d";NA;NA;"CDO32, CDO21";NA
"Avifaune";2549;"Gallinago media";"Gallinago media (Latham, 1787)";"Bécassine double";"Aves";"Charadriiformes";"Scolopacidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;"CDO1";NA
"Avifaune";2538;"Lymnocryptes minimus";"Lymnocryptes minimus (Brünnich, 1764)";"Bécassine sourde";"Aves";"Charadriiformes";"Scolopacidae";NA;NA;NA;NA;NA;NA;"DD";NA;"NA";"d";NA;NA;"CDO21, CDO32";NA
"Avifaune";933221;"Eolophus roseicapilla";"Eolophus roseicapilla (Vieillot, 1817)";"Cacatoès rosalbin";"Aves";"Psittaciformes";"Cacatuidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";933226;"Cacatua sulphurea";"Cacatua sulphurea (Gmelin, 1788)";"Cacatua sulphurea";"Aves";"Psittaciformes";"Cacatuidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2996;"Coturnix coturnix";"Coturnix coturnix (Linnaeus, 1758)";"Caille des blés";"Aves";"Galliformes";"Phasianidae";NA;NA;NA;NA;"LC";NA;NA;NA;"NA";"d";NA;NA;"CDO22";NA
"Avifaune";714610;"Nymphicus hollandicus";"Nymphicus hollandicus (Kerr, 1792)";"Calopsitte élégante";"Aves";"Psittaciformes";"Cacatuidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";895878;"Spatula rhynchotis";"Spatula rhynchotis (Latham, 1801)";"Canard bridé, Souchet australien";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2775;"Aix sponsa";"Aix sponsa (Linnaeus, 1758)";"Canard carolin, Canard branchu";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";836203;"Mareca strepera";"Mareca strepera (Linnaeus, 1758)";"Canard chipeau";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"LC";NA;"LC";NA;"NA";"c";NA;NA;"CDO21";NA
"Avifaune";1966;"Anas platyrhynchos";"Anas platyrhynchos Linnaeus, 1758";"Canard colvert";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"LC";NA;"LC";NA;"NA";"d";NA;NA;"CDO21, CDO31";NA
"Avifaune";1948;"Anas bahamensis";"Anas bahamensis Linnaeus, 1758";"Canard des Bahamas, Pilet des Bahamas";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";933142;"Anas capensis";"Anas capensis Gmelin, 1789";"Canard du Cap";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";2776;"Aix galericulata";"Aix galericulata (Linnaeus, 1758)";"Canard mandarin";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"NA";"a";NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";441709;"Cairina moschata";"Cairina moschata (Linnaeus, 1758)";"Canard musqué";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";1968;"Anas rubripes";"Anas rubripes Brewster, 1902";"Canard noir";"Aves";"Anseriformes";"Anatidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";1973;"Anas acuta";"Anas acuta Linnaeus, 1758";"Canard pilet";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"NA";"b";"LC";NA;"NA";"c";NA;NA;"CDO21, CDO32";NA
"Avifaune";1952;"Mareca penelope";"Mareca penelope (Linnaeus, 1758)";"Canard siffleur";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"NA";"b";"LC";NA;"NA";"c";NA;NA;"CDO32, CDO21";NA
"Avifaune";1972;"Spatula clypeata";"Spatula clypeata (Linnaeus, 1758)";"Canard souchet";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;"LC";NA;"LC";NA;"NA";"d";NA;NA;"CDO32, CDO21";NA
"Avifaune";933143;"Anas poecilorhyncha";"Anas poecilorhyncha Forster, 1781";"Canard à bec tacheté";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";813757;"Callonetta leucophrys";"Callonetta leucophrys (Vieillot, 1816)";"Canard à collier noir";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";933140;"Chenonetta jubata";"Chenonetta jubata (Latham, 1801)";"Canard à crinière";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";1978;"Anas falcata";"Anas falcata Georgi, 1775";"Canard à faucilles";"Aves";"Anseriformes";"Anatidae";"NO4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";1955;"Mareca americana";"Mareca americana (Gmelin, 1789)";"Canard à front blanc, Canard d'Amérique, Canard siffleur d'Amérique";"Aves";"Anseriformes";"Anatidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
"Avifaune";933153;"Anas georgica";"Anas georgica Gmelin, 1789";"Canard à queue pointue";"Aves";"Anseriformes";"Anatidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";534746;"Euodice malabarica";"Euodice malabarica (Linnaeus, 1758)";"Capucin bec-de-plomb";"Aves";"Passeriformes";"Estrildidae";NA;NA;NA;NA;"NA";"a";NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";888180;"Euodice cantans";"Euodice cantans (Gmelin, 1789)";"Capucin à bec d'argent";"Aves";"Passeriformes";"Estrildidae";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avifaune";4690;"Pheucticus ludovicianus";"Pheucticus ludovicianus (Linnaeus, 1766)";"Cardinal à poitrine rose, Grosbec à poitrine rose";"Aves";"Passeriformes";"Cardinalidae";"NO4";NA;NA;NA;NA;NA;NA;NA;"NA";"b";NA;NA;NA;NA
