"REGION";"CD_REF";"PR";"PR_det";"LRR";"LRR_det";"LRR_N";"LRR_N_det";"LRR_H";"LRR_H_det";"LRR_P";"LRR_P_det";"ZNIEFF";"ZNIEFF_det"
"Languedoc-Roussillon";"65231";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65234";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65243";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65249";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65253";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65254";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest ; Déterminante stricte"
"Languedoc-Roussillon";"65262";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65271";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65278";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65282";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65284";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65290";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65300";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65308";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65312";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65318";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65322";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65327";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Massif Central ; Déterminante stricte"
"Languedoc-Roussillon";"65335";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65339";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65344";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65348";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65352";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65376";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65381";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65384";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65391";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65393";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65395";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65397";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65412";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65415";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65425";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte ; Déterminant Massif Central - Déterminant Zone Méditerranéenne"
"Languedoc-Roussillon";"65440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65446";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65451";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65456";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65467";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65473";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65477";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Languedoc-Roussillon";"65487";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"65496";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Massif Central"
"Languedoc-Roussillon";"65625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65637";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65639";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65641";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65680";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65687";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Zone Méditerranéenne"
"Languedoc-Roussillon";"65704";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65708";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65718";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65720";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65728";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Pyrénées"
"Languedoc-Roussillon";"65735";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65743";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65765";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65766";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65767";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65768";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65771";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65797";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65798";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65801";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65809";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65810";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65823";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65842";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65844";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65851";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65861";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65863";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65878";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65898";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65899";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65928";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65935";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65939";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65947";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65950";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65951";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65952";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65960";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65967";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"65992";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"65995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66001";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66029";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66030";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66067";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Zone Méditerranéenne - Déterminant Massif Central"
"Languedoc-Roussillon";"66068";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66071";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66072";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66075";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66077";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Zone Méditerranéenne"
"Languedoc-Roussillon";"66086";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66087";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66091";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66099";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66101";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66102";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66103";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66111";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66136";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Pyrénées"
"Languedoc-Roussillon";"66149";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66156";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66157";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66174";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66178";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66189";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66196";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66209";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Massif Central"
"Languedoc-Roussillon";"66214";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"66223";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66226";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66235";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66243";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66250";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66265";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66269";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66279";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"66315";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante en lagune ou en zone de reproduction"
"Languedoc-Roussillon";"66330";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66333";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Méditerranéenne"
"Languedoc-Roussillon";"66446";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66505";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66516";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66592";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66686";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66690";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66734";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66775";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante en lagune et Remarquable hors lagune"
"Languedoc-Roussillon";"66904";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66964";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66967";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"66996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"67179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"67292";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"67335";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"67606";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Dans le bassin versant du Rhône"
"Languedoc-Roussillon";"67759";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Uniquement dans le bassin versant de la Loire"
"Languedoc-Roussillon";"67765";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"67772";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Populations méditerranéennes bien conservées à >90%, ou populations hybrides naturelles (analyses génétiques)"
"Languedoc-Roussillon";"68605";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"68776";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"68831";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"68833";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69034";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69060";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69065";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante  si fleuves méditerranéens, hors bassin versant du Rhône. Remarquable sinon."
"Languedoc-Roussillon";"69314";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69378";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"69616";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69621";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69627";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69638";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"69649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"69668";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"69706";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69808";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69843";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69846";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"69986";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"69992";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"69998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"70142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"70145";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"70198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"70241";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"70281";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"70284";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"70287";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"70299";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Remarquable uniquement en lagune"
"Languedoc-Roussillon";"70554";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - Déterminante uniquement en lagune"
"Languedoc-Roussillon";"71130";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"71479";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"71774";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"71857";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"71904";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"77330";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"77381";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"77412";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"77490";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"77559";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"77600";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"77836";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Pyrénées"
"Languedoc-Roussillon";"77871";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"77955";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest"
"Languedoc-Roussillon";"77963";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"78039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Massif Central - Déterminant Pyrénées"
"Languedoc-Roussillon";"78130";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Zone Méditerranéenne"
"Languedoc-Roussillon";"78141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"79273";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"79278";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest ; Déterminante stricte"
"Languedoc-Roussillon";"79283";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"79284";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"79285";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"79299";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante à critère - >= 10 adultes (Gîte de reproduction majeur), >= 10 individus (Gîte de transit majeur), >= 10 individus (Gîte d'hivernage majeur)"
"Languedoc-Roussillon";"79301";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"79305";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"79306";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminant Zone Sud-Ouest - Déterminant Zone Méditerranéenne - Déterminant Massif Central ; Déterminante stricte"
"Languedoc-Roussillon";"79308";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"159441";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"159448";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Languedoc-Roussillon";"159453";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
"Languedoc-Roussillon";"162725";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Déterminante stricte"
