"REGION";"CD_REF";"PR";"PR_det";"LRR";"LRR_det";"LRR_N";"LRR_N_det";"LRR_H";"LRR_H_det";"LRR_P";"LRR_P_det";"ZNIEFF";"ZNIEFF_det"
"Champagne-Ardenne";"459628";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"534748";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"535823";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"536062";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"538593";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"544397";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"593263";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"593306";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"593311";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"631131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"631133";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"652083";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"653286";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"653291";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"814245";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"836203";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"836222";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"837913";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"889056";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"965096";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Champagne-Ardenne";"1027359";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"59";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Stations de basse altitude < 200 mètres et celles isolées de l'aire de répartition principale."
"Corse";"223";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Stations en syntopie avec D. sardus ;"
"Corse";"229";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Stations en syntopie avec D. montalentii ; zones humides littorales de petites dimensions ; population micro-insulaire (Lavezzi)."
"Corse";"965";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"974";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage régulier"
"Corse";"977";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"En assemblage avec au moins 2 des espèces suivantes : Galinule poule d’eau, Grébe castagneux et foulque"
"Corse";"1009";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"1031";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"1952";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Site d'hivernage ou d'étape régulier (>50 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1958";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage régulier (>50 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1966";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"En assemblage avec au moins 2 des espèces suivantes : Galinule poule d’eau, Grébe castagneux et foulque"
"Corse";"1972";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Site d'hivernage ou d'étape régulier (>50 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Site d'hivernage ou d'étape régulier (>50 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1984";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1991";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage ou d'étape régulier (>100 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape/hivernage   > 5 ex En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"1998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage ou d'étape régulier (>50 ind) En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"2206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"2224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"2351";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"2357";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"2440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2452";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2477";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2481";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Site d'étape régulier  > 10 ex En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2486";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape > 5 ex En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2489";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain dortoirs internuptiaux réguliers  > 80 En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2497";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2504";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape/hivernage > 10 ex En assemblage sans quota avec au moins 3 espèces d’ardéidés et autres grands échassiers"
"Corse";"2506";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2508";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2514";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2517";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2522";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2526";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"sites d’hivernage réguliers"
"Corse";"2530";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"sites de passage ou d’hivernage réguliersEn assemblage avec grands échassiers au moins 4 espèces"
"Corse";"2538";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2543";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2549";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2559";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2563";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2568";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2571";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2576";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2584";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2586";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2591";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2594";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2603";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2607";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2616";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2645";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2660";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2666";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2669";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2674";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape régulier (obs. régulière >10  ind. )"
"Corse";"2679";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2694";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape/hivernage > 50 ex En assemblage sans quota avec au moins 3 autres espèces d’ardéidés/et autres grands échassiers"
"Corse";"2750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"2767";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"2816";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 4 autres espèces d’anatidés"
"Corse";"2826";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2840";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2844";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2852";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2878";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2887";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2894";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2895";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2901";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2911";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"2938";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"2975";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"2996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3036";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'étape régulière"
"Corse";"3059";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage avec au moins 2 des espèces suivantes : Galinule poule d’eau, Grébe castagneux et foulque"
"Corse";"3070";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage avec au moins 2 des espèces suivantes : Galinule poule d’eau, Grébe castagneux et foulque"
"Corse";"3106";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3112";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3129";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3136";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain En assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain En assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3153";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"sites d’étape > 10 individus"
"Corse";"3161";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage régulier > 20 En assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3165";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"site d'hivernage régulier > 100 En assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3192";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3195";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3210";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3239";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage sans quota avec au moins 5 autres espèces de limicoles"
"Corse";"3343";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3362";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Dortoirs > 30 individus"
"Corse";"3420";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3424";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3429";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3439";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3465";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3482";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3489";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3511";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3522";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3540";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3551";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3555";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3561";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3562";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3571";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3582";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3586";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3590";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3595";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3670";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain En assemblage avec au moins 3 espèces : Alouette lulu, Fauvette de Moltoni, Fauvette pitchou, Fauvette sarde, Linotte mélodieuse, Venturon corse et Pipit rousselline"
"Corse";"3676";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3692";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"en assemblage avec au moins 2 des  espèces suivantes : Martinet à ventre blanc, Martinet pâle  Grand Corbeau, Faucon pèlerin, Aigle royal, Monticole bleu"
"Corse";"3696";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3713";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage avec au moins 3 espèces  : Alouette lulu, Fauvette de Moltoni, Fauvette pitchou, Fauvette sarde, Linotte mélodieuse, Venturon corse et Pipit rousselline"
"Corse";"3733";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3741";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3755";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3764";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3772";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3780";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3784";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3798";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"sites d’hivernage réguliers"
"Corse";"3803";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3807";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3941";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3958";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"3967";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"3984";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"4001";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4013";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4035";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4049";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4064";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4084";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4087";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4117";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4151";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4155";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4195";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4215";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4221";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage avec au moins 3 espèces : Alouette lulu, Fauvette de Moltoni, Fauvette pitchou, Fauvette sarde, Linotte mélodieuse, Venturon corse et Pipit rousselline"
"Corse";"4227";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4252";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4257";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4269";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4280";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4308";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain  En assemblage avec au moins 4 espèces forestières : Buse variable, Mésange noire, Pic épeiche, Roitelets huppés et triple bandeau, Martinet noir, et gobe mouche tyrrhénien"
"Corse";"4342";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4463";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4466";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4474";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4485";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4488";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4494";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4505";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4510";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4516";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4518";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4525";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4530";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4532";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4537";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4540";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4564";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4571";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4603";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4625";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";"Indice niveau de nidification = probable ou certain"
"Corse";"4659";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"4686";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corse";"7433";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"7445";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"7470";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"7567";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"8212";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"8234";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
"Corse";"8511";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oui";NA
